speaker,content
マクラクラン,ジェリ、何をする！？気でも狂ったのか？
ジェリ,いいえ、正気よ・・・いや、そう狂ったの。一緒に行きたくないの。もう貴方を愛したくない。
バトー,何処がぽんこつなんだよ？9課のよりよく喋るじゃん。
ジェリ,ご免なさい、本当に愛してた。
トグサ,どういう事だよ・・・？
バトー,ううむ・・・
バトー,どうも不可解な事件だったな。
草薙,そう？随分分かり易い事件だと思ったけど。最終的には国会議事堂とは無関係な事が証明されちゃったけどね。貴方はこの事件をどう見てるの？
バトー,旧型ロボットに郷愁を抱くメカマニアの青年によるメーカーの脅迫。ま、でも結局はそれが逆に部品製造の中止を促したのは皮肉だがな。
草薙,自分のアンドロイドを世界でたった一人しか存在しない女性にしたかったんじゃない？
バトー,その為に奴は他のジェリを悉く破壊しようとしたってのか？
草薙,動機は短絡的だし、手段は不器用だけどね。
バトー,おいおいおい、珍しく感傷的じゃねえか。仮にそうだとしても自分のジェリには保護コードをかけてた。そのジェリ迄が最後におかしくなったのはどうしてだ？あれからはやっぱり何のウイルスも検出されてないんだぜ？
草薙,ふふ・・・
バトー,まさかジェリが青年を助けたっていうのか？ジェリはゴーストのないロボットだぜ！？
草薙,小さい頃、上手く義体が使えず大事にしていた人形を握りつぶして泣いた事があったわ。
バトー,今じゃ世界でも屈指の義体使いじゃねえか。
トグサの妻,お帰りなさい。
トグサ,また昔の映画観てんの？
トグサの妻,やっぱり映画は20世紀に限るわよ。
男,気でも狂ったのか？
女,いいえ、正気よ。いや、そう狂ったの。もう貴方を愛したくない。
男,気でも狂ったのか？
女,いいえ、正気よ。いや、そう狂ったの。もう貴方を愛したくない。
トグサ,これが元ねたか・・・
男,悲しみは無意味だ。悲しみと無とでは、僕は無を選ぶ。
女,貴方、魂の存在を信じる？
男,優しさだけを信じるよ。
男,気でも狂ったのか？
女,いいえ、正気よ。いや、そう狂ったの。もう貴方を愛したくない。
トグサ,ん・・・？ジェリが口にした最後の言葉が無いな。おい、この映画この後に何か台詞あったろ？
トグサの妻,ん？無いわよ。完全ノーカット版だもん。
トグサ,はい。
山口,ああ、本庁で同期だった山口だけど、覚えてるか？
トグサ,山口・・・？おお！どうしてた？久しぶりだな。
山口,こんな時間に突然すまんな。でも、どうしてもお前に相談したい事があるんだ。今から会えないか？
トグサ,これからか？あ・・・構わんが、何かあったのか？
山口,お前、笑い男事件、覚えてるか？
トグサ,笑い男・・・ああ、マイクロマシンメーカーの社長を誘拐して身代金を要求した企業テロだろ？6年前の。
山口,俺は今、そこの特捜部にいるんだが、どうやら身内に不審な動きがあってな。
トグサ,刑事同士の縄張り争いか？
山口,違う！恐らくもっと上だ。頼む、これ以上は会って話したい。1時間位で着くよ。
トグサ,分かった。待ってるよ。
山口,すまん。
山口,ああっ・・・！俺の目にも、インターセプターが！？
イシカワ,ん？何だ、トグサは徹夜か？
サイトー,ああ、昨日から人を待ってたとかでな。ん？何だ？その箱は。
イシカワ,これか？バトーの新しい筋トレグッズだ。
サイトー,あいつまた買ったのか。
イシカワ,奴みたいなサイボーグが、何処を筋トレするのか知らねえけどな。
サイトー,ちげえねえ。他に金の使い道はねえのかよ・・・おお、目覚めたか。
トグサ,夜の首都高速・・・警察官黒焦げだって！？
荒巻,確かなのか？その事故死した刑事から、夕べ連絡があったと言うのは。
トグサ,はい。本庁上層部に不審な動きがあるとかで、俺に相談したいと。
草薙,それと彼の死が関連している？
トグサ,確証はありません。が、タイミングが良過ぎます。
荒巻,鑑識課の結果は？
トグサ,視界不良による不慮の事故ではないか、と。
草薙,単なる事故である可能性も十分にある訳ね。
トグサ,が、しかし・・・！
荒巻,話は最後迄聞け。例えそうであったとしてもだ、お前の元同僚が何かを掴んだのならそれを確かめておく必要がある。3日やる。その間に何か見つけてこい。
トグサ,有難う御座います！
荒巻,笑い男事件か・・・どう思う？
草薙,今の今迄すっかり忘れてたわ。特別捜査本部はまだ解散してなかったのね。
荒巻,脅迫を受けた会社の数だけで言えば戦後最大といえる規模の企業テロだからな。世論の手前、本庁としてもそう簡単に引き下がる訳には行くまい。
草薙,その割にはのんびりしてるわね。
荒巻,上層部でも未だ犯人に対する見解が割れているそうだ。電脳化や義体化技術を推し進める多国籍企業に敵対する過激派説、企業間競争から生じた陰謀説、純粋な金目当ての恐喝説等様々だ。しかも国籍・性別・推定年齢はおろか、単独犯なのか複数犯なのかすら特定出来ずにいるのだからな。唯一つ意見の一致をみているのは、犯人が特A級のハッカーであると言う事だけだ。
草薙,特A級といっても最初だけね。その後のは結構凡庸だと思うけど。正直言ってあの事件、犯人像も含めて好きになれないのよね。
荒巻,うむ。だが、本庁の上層部が何か企んでいるとなれば、我々の出番と思わんか？
僧侶の読経。,NA
山口の妻,トグサさん、ですか？初めまして、山口の妻です。
トグサ,ああ。この度は・・・
トグサ,でも、どうして俺の事を？
山口の妻,主人から、お話は伺っておりましたので。実はトグサさんに、これをお渡ししようと思いまして。今朝、主人から届きました。中に手紙が入っていて、トグサさんにお渡しする様にと。
トグサ,俺に？ちょっと拝見します。
トグサ,あの、本当にこれで間違いありませんか？
山口の妻,ええ・・・と、思いますけど・・・
トグサ,次。次。次。次。22から56へ。次。次。35から28へ。次。次。次。 
トグサ,はあ、何なんだ？これ。山口の奴、俺に何を見せようとしていたんだ？
トグサ,内のもたまにやってんな、これ。そうだ、内に連絡入れとかなきゃ。
トグサ,ああ、俺だけど、今日も帰れそうにないんだ。ああ、ああ、そうか。戸締りだけは気を付けてな。ああ、頑張るよ。じゃあ、おやすみ。
トグサ,さて、顔でも洗ってもう一回見直すか。
トグサ,はあ・・・あと2日で足りるのか？
トグサ,待てよ！？
トグサ,C97を、35から28へ。ない。C98を。やっぱりそうだ。C96を。これも！C92。4から13へ。42から30へ。これもだ！これも。この写真には、みんな、カメラがない！
